threshold,rule,false_positives,false_negatives,mismatches,mismatch_pct,accuracy_pct
71.8,predict 1 if fraud_score >= threshold,0,168978,168978,16.8978,83.1022
71.9,predict 1 if fraud_score >= threshold,0,169383,169383,16.9383,83.0617
72.0,predict 1 if fraud_score >= threshold,0,169777,169777,16.9777,83.0223
72.1,predict 1 if fraud_score >= threshold,0,170186,170186,17.0186,82.9814
72.2,predict 1 if fraud_score >= threshold,0,170555,170555,17.0555,82.9445
72.3,predict 1 if fraud_score >= threshold,0,170928,170928,17.0928,82.9072
72.4,predict 1 if fraud_score >= threshold,0,171302,171302,17.1302,82.8698
72.5,predict 1 if fraud_score >= threshold,0,171700,171700,17.17,82.83
72.6,predict 1 if fraud_score >= threshold,0,172052,172052,17.2052,82.7948
72.7,predict 1 if fraud_score >= threshold,0,172468,172468,17.2468,82.7532
72.8,predict 1 if fraud_score >= threshold,0,172864,172864,17.2864,82.7136
72.9,predict 1 if fraud_score >= threshold,0,173231,173231,17.3231,82.6769
73.0,predict 1 if fraud_score >= threshold,0,173640,173640,17.364,82.636
73.1,predict 1 if fraud_score >= threshold,0,174060,174060,17.406,82.594
73.2,predict 1 if fraud_score >= threshold,0,174434,174434,17.4434,82.5566
73.3,predict 1 if fraud_score >= threshold,0,174819,174819,17.4819,82.5181
73.4,predict 1 if fraud_score >= threshold,0,175168,175168,17.5168,82.4832
73.5,predict 1 if fraud_score >= threshold,0,175540,175540,17.554,82.446
73.6,predict 1 if fraud_score >= threshold,0,175895,175895,17.5895,82.4105
73.7,predict 1 if fraud_score >= threshold,0,176252,176252,17.6252,82.3748
73.8,predict 1 if fraud_score >= threshold,0,176600,176600,17.66,82.34
73.9,predict 1 if fraud_score >= threshold,0,176960,176960,17.696,82.304
74.0,predict 1 if fraud_score >= threshold,0,177323,177323,17.7323,82.2677
74.1,predict 1 if fraud_score >= threshold,0,177620,177620,17.762,82.238
74.2,predict 1 if fraud_score >= threshold,0,177977,177977,17.7977,82.2023
74.3,predict 1 if fraud_score >= threshold,0,178352,178352,17.8352,82.1648
74.4,predict 1 if fraud_score >= threshold,0,178702,178702,17.8702,82.1298
74.5,predict 1 if fraud_score >= threshold,0,179050,179050,17.905,82.095
74.6,predict 1 if fraud_score >= threshold,0,179371,179371,17.9371,82.0629
74.7,predict 1 if fraud_score >= threshold,0,179694,179694,17.9694,82.0306
74.8,predict 1 if fraud_score >= threshold,0,180049,180049,18.0049,81.9951
74.9,predict 1 if fraud_score >= threshold,0,180399,180399,18.0399,81.9601
75.0,predict 1 if fraud_score >= threshold,0,180713,180713,18.0713,81.9287
75.1,predict 1 if fraud_score >= threshold,0,181052,181052,18.1052,81.8948
75.2,predict 1 if fraud_score >= threshold,0,181370,181370,18.137,81.863
75.3,predict 1 if fraud_score >= threshold,0,181697,181697,18.1697,81.8303
75.4,predict 1 if fraud_score >= threshold,0,182002,182002,18.2002,81.7998
75.5,predict 1 if fraud_score >= threshold,0,182326,182326,18.2326,81.7674
75.6,predict 1 if fraud_score >= threshold,0,182636,182636,18.2636,81.7364
75.7,predict 1 if fraud_score >= threshold,0,182948,182948,18.2948,81.7052
75.8,predict 1 if fraud_score >= threshold,0,183212,183212,18.3212,81.6788
75.9,predict 1 if fraud_score >= threshold,0,183531,183531,18.3531,81.6469
76.0,predict 1 if fraud_score >= threshold,0,183846,183846,18.3846,81.6154
76.1,predict 1 if fraud_score >= threshold,0,184148,184148,18.4148,81.5852
76.2,predict 1 if fraud_score >= threshold,0,184460,184460,18.446,81.554
76.3,predict 1 if fraud_score >= threshold,0,184773,184773,18.4773,81.5227
76.4,predict 1 if fraud_score >= threshold,0,185061,185061,18.5061,81.4939
76.5,predict 1 if fraud_score >= threshold,0,185380,185380,18.538,81.462
76.6,predict 1 if fraud_score >= threshold,0,185687,185687,18.5687,81.4313
76.7,predict 1 if fraud_score >= threshold,0,185959,185959,18.5959,81.4041
76.8,predict 1 if fraud_score >= threshold,0,186227,186227,18.6227,81.3773
76.9,predict 1 if fraud_score >= threshold,0,186530,186530,18.653,81.347
77.0,predict 1 if fraud_score >= threshold,0,186827,186827,18.6827,81.3173
77.1,predict 1 if fraud_score >= threshold,0,187128,187128,18.7128,81.2872
77.2,predict 1 if fraud_score >= threshold,0,187401,187401,18.7401,81.2599
77.3,predict 1 if fraud_score >= threshold,0,187669,187669,18.7669,81.2331
77.4,predict 1 if fraud_score >= threshold,0,187946,187946,18.7946,81.2054
77.5,predict 1 if fraud_score >= threshold,0,188252,188252,18.8252,81.1748
77.6,predict 1 if fraud_score >= threshold,0,188522,188522,18.8522,81.1478
77.7,predict 1 if fraud_score >= threshold,0,188804,188804,18.8804,81.1196
77.8,predict 1 if fraud_score >= threshold,0,189077,189077,18.9077,81.0923
77.9,predict 1 if fraud_score >= threshold,0,189350,189350,18.935,81.065
78.0,predict 1 if fraud_score >= threshold,0,189606,189606,18.9606,81.0394
78.1,predict 1 if fraud_score >= threshold,0,189890,189890,18.989,81.011
78.2,predict 1 if fraud_score >= threshold,0,190152,190152,19.0152,80.9848
78.3,predict 1 if fraud_score >= threshold,0,190400,190400,19.04,80.96
78.4,predict 1 if fraud_score >= threshold,0,190650,190650,19.065,80.935
78.5,predict 1 if fraud_score >= threshold,0,190873,190873,19.0873,80.9127
78.6,predict 1 if fraud_score >= threshold,0,191117,191117,19.1117,80.8883
78.7,predict 1 if fraud_score >= threshold,0,191396,191396,19.1396,80.8604
78.8,predict 1 if fraud_score >= threshold,0,191636,191636,19.1636,80.8364
78.9,predict 1 if fraud_score >= threshold,0,191919,191919,19.1919,80.8081
79.0,predict 1 if fraud_score >= threshold,0,192154,192154,19.2154,80.7846
79.1,predict 1 if fraud_score >= threshold,0,192377,192377,19.2377,80.7623
79.2,predict 1 if fraud_score >= threshold,0,192600,192600,19.26,80.74
79.3,predict 1 if fraud_score >= threshold,0,192804,192804,19.2804,80.7196
79.4,predict 1 if fraud_score >= threshold,0,193067,193067,19.3067,80.6933
79.5,predict 1 if fraud_score >= threshold,0,193289,193289,19.3289,80.6711
79.6,predict 1 if fraud_score >= threshold,0,193537,193537,19.3537,80.6463
79.7,predict 1 if fraud_score >= threshold,0,193805,193805,19.3805,80.6195
79.8,predict 1 if fraud_score >= threshold,0,194035,194035,19.4035,80.5965
79.9,predict 1 if fraud_score >= threshold,0,194236,194236,19.4236,80.5764
80.0,predict 1 if fraud_score >= threshold,0,194482,194482,19.4482,80.5518
80.1,predict 1 if fraud_score >= threshold,0,194703,194703,19.4703,80.5297
80.2,predict 1 if fraud_score >= threshold,0,194923,194923,19.4923,80.5077
80.3,predict 1 if fraud_score >= threshold,0,195161,195161,19.5161,80.4839
80.4,predict 1 if fraud_score >= threshold,0,195396,195396,19.5396,80.4604
80.5,predict 1 if fraud_score >= threshold,0,195629,195629,19.5629,80.4371
80.6,predict 1 if fraud_score >= threshold,0,195851,195851,19.5851,80.4149
80.7,predict 1 if fraud_score >= threshold,0,196074,196074,19.6074,80.3926
80.8,predict 1 if fraud_score >= threshold,0,196269,196269,19.6269,80.3731
80.9,predict 1 if fraud_score >= threshold,0,196472,196472,19.6472,80.3528
81.0,predict 1 if fraud_score >= threshold,0,196694,196694,19.6694,80.3306
81.1,predict 1 if fraud_score >= threshold,0,196890,196890,19.689,80.311
81.2,predict 1 if fraud_score >= threshold,0,197114,197114,19.7114,80.2886
81.3,predict 1 if fraud_score >= threshold,0,197321,197321,19.7321,80.2679
81.4,predict 1 if fraud_score >= threshold,0,197532,197532,19.7532,80.2468
81.5,predict 1 if fraud_score >= threshold,0,197767,197767,19.7767,80.2233
81.6,predict 1 if fraud_score >= threshold,0,197967,197967,19.7967,80.2033
81.7,predict 1 if fraud_score >= threshold,0,198185,198185,19.8185,80.1815
81.8,predict 1 if fraud_score >= threshold,0,198382,198382,19.8382,80.1618
81.9,predict 1 if fraud_score >= threshold,0,198586,198586,19.8586,80.1414
82.0,predict 1 if fraud_score >= threshold,0,198809,198809,19.8809,80.1191
82.1,predict 1 if fraud_score >= threshold,0,199010,199010,19.901,80.099
82.2,predict 1 if fraud_score >= threshold,0,199194,199194,19.9194,80.0806
82.3,predict 1 if fraud_score >= threshold,0,199382,199382,19.9382,80.0618
82.4,predict 1 if fraud_score >= threshold,0,199564,199564,19.9564,80.0436
82.5,predict 1 if fraud_score >= threshold,0,199768,199768,19.9768,80.0232
82.6,predict 1 if fraud_score >= threshold,0,199948,199948,19.9948,80.0052
82.7,predict 1 if fraud_score >= threshold,0,200145,200145,20.0145,79.9855
82.8,predict 1 if fraud_score >= threshold,0,200347,200347,20.0347,79.9653
82.9,predict 1 if fraud_score >= threshold,0,200532,200532,20.0532,79.9468
83.0,predict 1 if fraud_score >= threshold,0,200711,200711,20.0711,79.9289
83.1,predict 1 if fraud_score >= threshold,0,200910,200910,20.091,79.909
83.2,predict 1 if fraud_score >= threshold,0,201099,201099,20.1099,79.8901
83.3,predict 1 if fraud_score >= threshold,0,201263,201263,20.1263,79.8737
83.4,predict 1 if fraud_score >= threshold,0,201448,201448,20.1448,79.8552
83.5,predict 1 if fraud_score >= threshold,0,201628,201628,20.1628,79.8372
83.6,predict 1 if fraud_score >= threshold,0,201798,201798,20.1798,79.8202
83.7,predict 1 if fraud_score >= threshold,0,201967,201967,20.1967,79.8033
83.8,predict 1 if fraud_score >= threshold,0,202146,202146,20.2146,79.7854
83.9,predict 1 if fraud_score >= threshold,0,202360,202360,20.236,79.764
84.0,predict 1 if fraud_score >= threshold,0,202549,202549,20.2549,79.7451
84.1,predict 1 if fraud_score >= threshold,0,202732,202732,20.2732,79.7268
84.2,predict 1 if fraud_score >= threshold,0,202894,202894,20.2894,79.7106
84.3,predict 1 if fraud_score >= threshold,0,203059,203059,20.3059,79.6941
84.4,predict 1 if fraud_score >= threshold,0,203221,203221,20.3221,79.6779
84.5,predict 1 if fraud_score >= threshold,0,203390,203390,20.339,79.661
84.6,predict 1 if fraud_score >= threshold,0,203551,203551,20.3551,79.6449
84.7,predict 1 if fraud_score >= threshold,0,203727,203727,20.3727,79.6273
84.8,predict 1 if fraud_score >= threshold,0,203880,203880,20.388,79.612
84.9,predict 1 if fraud_score >= threshold,0,204028,204028,20.4028,79.5972
85.0,predict 1 if fraud_score >= threshold,0,204169,204169,20.4169,79.5831
85.1,predict 1 if fraud_score >= threshold,0,204330,204330,20.433,79.567
85.2,predict 1 if fraud_score >= threshold,0,204488,204488,20.4488,79.5512
85.3,predict 1 if fraud_score >= threshold,0,204648,204648,20.4648,79.5352
85.4,predict 1 if fraud_score >= threshold,0,204788,204788,20.4788,79.5212
85.5,predict 1 if fraud_score >= threshold,0,204926,204926,20.4926,79.5074
85.6,predict 1 if fraud_score >= threshold,0,205089,205089,20.5089,79.4911
85.7,predict 1 if fraud_score >= threshold,0,205247,205247,20.5247,79.4753
85.8,predict 1 if fraud_score >= threshold,0,205421,205421,20.5421,79.4579
85.9,predict 1 if fraud_score >= threshold,0,205574,205574,20.5574,79.4426
86.0,predict 1 if fraud_score >= threshold,0,205721,205721,20.5721,79.4279
86.1,predict 1 if fraud_score >= threshold,0,205880,205880,20.588,79.412
86.2,predict 1 if fraud_score >= threshold,0,206029,206029,20.6029,79.3971
86.3,predict 1 if fraud_score >= threshold,0,206170,206170,20.617,79.383
86.4,predict 1 if fraud_score >= threshold,0,206346,206346,20.6346,79.3654
86.5,predict 1 if fraud_score >= threshold,0,206495,206495,20.6495,79.3505
86.6,predict 1 if fraud_score >= threshold,0,206659,206659,20.6659,79.3341
86.7,predict 1 if fraud_score >= threshold,0,206780,206780,20.678,79.322
86.8,predict 1 if fraud_score >= threshold,0,206907,206907,20.6907,79.3093
86.9,predict 1 if fraud_score >= threshold,0,207047,207047,20.7047,79.2953
87.0,predict 1 if fraud_score >= threshold,0,207187,207187,20.7187,79.2813
87.1,predict 1 if fraud_score >= threshold,0,207333,207333,20.7333,79.2667
87.2,predict 1 if fraud_score >= threshold,0,207456,207456,20.7456,79.2544
87.3,predict 1 if fraud_score >= threshold,0,207591,207591,20.7591,79.2409
87.4,predict 1 if fraud_score >= threshold,0,207726,207726,20.7726,79.2274
87.5,predict 1 if fraud_score >= threshold,0,207844,207844,20.7844,79.2156
87.6,predict 1 if fraud_score >= threshold,0,207970,207970,20.797,79.203
87.7,predict 1 if fraud_score >= threshold,0,208101,208101,20.8101,79.1899
87.8,predict 1 if fraud_score >= threshold,0,208252,208252,20.8252,79.1748
87.9,predict 1 if fraud_score >= threshold,0,208386,208386,20.8386,79.1614
88.0,predict 1 if fraud_score >= threshold,0,208502,208502,20.8502,79.1498
88.1,predict 1 if fraud_score >= threshold,0,208625,208625,20.8625,79.1375
88.2,predict 1 if fraud_score >= threshold,0,208738,208738,20.8738,79.1262
88.3,predict 1 if fraud_score >= threshold,0,208870,208870,20.887,79.113
88.4,predict 1 if fraud_score >= threshold,0,208993,208993,20.8993,79.1007
88.5,predict 1 if fraud_score >= threshold,0,209098,209098,20.9098,79.0902
88.6,predict 1 if fraud_score >= threshold,0,209223,209223,20.9223,79.0777
88.7,predict 1 if fraud_score >= threshold,0,209349,209349,20.9349,79.0651
88.8,predict 1 if fraud_score >= threshold,0,209467,209467,20.9467,79.0533
88.9,predict 1 if fraud_score >= threshold,0,209598,209598,20.9598,79.0402
89.0,predict 1 if fraud_score >= threshold,0,209708,209708,20.9708,79.0292
89.1,predict 1 if fraud_score >= threshold,0,209833,209833,20.9833,79.0167
89.2,predict 1 if fraud_score >= threshold,0,209944,209944,20.9944,79.0056
89.3,predict 1 if fraud_score >= threshold,0,210073,210073,21.0073,78.9927
89.4,predict 1 if fraud_score >= threshold,0,210179,210179,21.0179,78.9821
89.5,predict 1 if fraud_score >= threshold,0,210286,210286,21.0286,78.9714
89.6,predict 1 if fraud_score >= threshold,0,210402,210402,21.0402,78.9598
89.7,predict 1 if fraud_score >= threshold,0,210509,210509,21.0509,78.9491
89.8,predict 1 if fraud_score >= threshold,0,210607,210607,21.0607,78.9393
89.9,predict 1 if fraud_score >= threshold,0,210721,210721,21.0721,78.9279
90.0,predict 1 if fraud_score >= threshold,0,210824,210824,21.0824,78.9176
90.1,predict 1 if fraud_score >= threshold,0,210927,210927,21.0927,78.9073
90.2,predict 1 if fraud_score >= threshold,0,211025,211025,21.1025,78.8975
90.3,predict 1 if fraud_score >= threshold,0,211111,211111,21.1111,78.8889
90.4,predict 1 if fraud_score >= threshold,0,211215,211215,21.1215,78.8785
90.5,predict 1 if fraud_score >= threshold,0,211324,211324,21.1324,78.8676
90.6,predict 1 if fraud_score >= threshold,0,211425,211425,21.1425,78.8575
90.7,predict 1 if fraud_score >= threshold,0,211531,211531,21.1531,78.8469
90.8,predict 1 if fraud_score >= threshold,0,211623,211623,21.1623,78.8377
90.9,predict 1 if fraud_score >= threshold,0,211720,211720,21.172,78.828
91.0,predict 1 if fraud_score >= threshold,0,211824,211824,21.1824,78.8176
91.1,predict 1 if fraud_score >= threshold,0,211920,211920,21.192,78.808
91.2,predict 1 if fraud_score >= threshold,0,212032,212032,21.2032,78.7968
91.3,predict 1 if fraud_score >= threshold,0,212138,212138,21.2138,78.7862
91.4,predict 1 if fraud_score >= threshold,0,212221,212221,21.2221,78.7779
91.5,predict 1 if fraud_score >= threshold,0,212309,212309,21.2309,78.7691
91.6,predict 1 if fraud_score >= threshold,0,212391,212391,21.2391,78.7609
91.7,predict 1 if fraud_score >= threshold,0,212483,212483,21.2483,78.7517
91.8,predict 1 if fraud_score >= threshold,0,212569,212569,21.2569,78.7431
91.9,predict 1 if fraud_score >= threshold,0,212654,212654,21.2654,78.7346
92.0,predict 1 if fraud_score >= threshold,0,212728,212728,21.2728,78.7272
92.1,predict 1 if fraud_score >= threshold,0,212824,212824,21.2824,78.7176
92.2,predict 1 if fraud_score >= threshold,0,212892,212892,21.2892,78.7108
92.3,predict 1 if fraud_score >= threshold,0,212975,212975,21.2975,78.7025
92.4,predict 1 if fraud_score >= threshold,0,213077,213077,21.3077,78.6923
92.5,predict 1 if fraud_score >= threshold,0,213174,213174,21.3174,78.6826
92.6,predict 1 if fraud_score >= threshold,0,213272,213272,21.3272,78.6728
92.7,predict 1 if fraud_score >= threshold,0,213366,213366,21.3366,78.6634
92.8,predict 1 if fraud_score >= threshold,0,213459,213459,21.3459,78.6541
92.9,predict 1 if fraud_score >= threshold,0,213543,213543,21.3543,78.6457
93.0,predict 1 if fraud_score >= threshold,0,213634,213634,21.3634,78.6366
93.1,predict 1 if fraud_score >= threshold,0,213718,213718,21.3718,78.6282
93.2,predict 1 if fraud_score >= threshold,0,213814,213814,21.3814,78.6186
93.3,predict 1 if fraud_score >= threshold,0,213910,213910,21.391,78.609
93.4,predict 1 if fraud_score >= threshold,0,213985,213985,21.3985,78.6015
93.5,predict 1 if fraud_score >= threshold,0,214054,214054,21.4054,78.5946
93.6,predict 1 if fraud_score >= threshold,0,214128,214128,21.4128,78.5872
93.7,predict 1 if fraud_score >= threshold,0,214194,214194,21.4194,78.5806
93.8,predict 1 if fraud_score >= threshold,0,214267,214267,21.4267,78.5733
93.9,predict 1 if fraud_score >= threshold,0,214338,214338,21.4338,78.5662
94.0,predict 1 if fraud_score >= threshold,0,214409,214409,21.4409,78.5591
94.1,predict 1 if fraud_score >= threshold,0,214482,214482,21.4482,78.5518
94.2,predict 1 if fraud_score >= threshold,0,214570,214570,21.457,78.543
94.3,predict 1 if fraud_score >= threshold,0,214657,214657,21.4657,78.5343
94.4,predict 1 if fraud_score >= threshold,0,214725,214725,21.4725,78.5275
94.5,predict 1 if fraud_score >= threshold,0,214783,214783,21.4783,78.5217
94.6,predict 1 if fraud_score >= threshold,0,214850,214850,21.485,78.515
94.7,predict 1 if fraud_score >= threshold,0,214913,214913,21.4913,78.5087
94.8,predict 1 if fraud_score >= threshold,0,214979,214979,21.4979,78.5021
94.9,predict 1 if fraud_score >= threshold,0,215047,215047,21.5047,78.4953
95.0,predict 1 if fraud_score >= threshold,0,215121,215121,21.5121,78.4879
95.1,predict 1 if fraud_score >= threshold,0,215189,215189,21.5189,78.4811
95.2,predict 1 if fraud_score >= threshold,0,215254,215254,21.5254,78.4746
95.3,predict 1 if fraud_score >= threshold,0,215325,215325,21.5325,78.4675
95.4,predict 1 if fraud_score >= threshold,0,215382,215382,21.5382,78.4618
95.5,predict 1 if fraud_score >= threshold,0,215450,215450,21.545,78.455
95.6,predict 1 if fraud_score >= threshold,0,215519,215519,21.5519,78.4481
95.7,predict 1 if fraud_score >= threshold,0,215575,215575,21.5575,78.4425
95.8,predict 1 if fraud_score >= threshold,0,215647,215647,21.5647,78.4353
95.9,predict 1 if fraud_score >= threshold,0,215714,215714,21.5714,78.4286
96.0,predict 1 if fraud_score >= threshold,0,215774,215774,21.5774,78.4226
96.1,predict 1 if fraud_score >= threshold,0,215841,215841,21.5841,78.4159
96.2,predict 1 if fraud_score >= threshold,0,215886,215886,21.5886,78.4114
96.3,predict 1 if fraud_score >= threshold,0,215939,215939,21.5939,78.4061
96.4,predict 1 if fraud_score >= threshold,0,216001,216001,21.6001,78.3999
96.5,predict 1 if fraud_score >= threshold,0,216049,216049,21.6049,78.3951
96.6,predict 1 if fraud_score >= threshold,0,216105,216105,21.6105,78.3895
96.7,predict 1 if fraud_score >= threshold,0,216160,216160,21.616,78.384
96.8,predict 1 if fraud_score >= threshold,0,216215,216215,21.6215,78.3785
96.9,predict 1 if fraud_score >= threshold,0,216265,216265,21.6265,78.3735
97.0,predict 1 if fraud_score >= threshold,0,216326,216326,21.6326,78.3674
97.1,predict 1 if fraud_score >= threshold,0,216383,216383,21.6383,78.3617
97.2,predict 1 if fraud_score >= threshold,0,216442,216442,21.6442,78.3558
97.3,predict 1 if fraud_score >= threshold,0,216508,216508,21.6508,78.3492
97.4,predict 1 if fraud_score >= threshold,0,216557,216557,21.6557,78.3443
97.5,predict 1 if fraud_score >= threshold,0,216619,216619,21.6619,78.3381
97.6,predict 1 if fraud_score >= threshold,0,216669,216669,21.6669,78.3331
97.7,predict 1 if fraud_score >= threshold,0,216731,216731,21.6731,78.3269
97.8,predict 1 if fraud_score >= threshold,0,216778,216778,21.6778,78.3222
97.9,predict 1 if fraud_score >= threshold,0,216832,216832,21.6832,78.3168
98.0,predict 1 if fraud_score >= threshold,0,216884,216884,21.6884,78.3116
98.1,predict 1 if fraud_score >= threshold,0,216943,216943,21.6943,78.3057
98.2,predict 1 if fraud_score >= threshold,0,216992,216992,21.6992,78.3008
98.3,predict 1 if fraud_score >= threshold,0,217039,217039,21.7039,78.2961
98.4,predict 1 if fraud_score >= threshold,0,217087,217087,21.7087,78.2913
98.5,predict 1 if fraud_score >= threshold,0,217136,217136,21.7136,78.2864
98.6,predict 1 if fraud_score >= threshold,0,217189,217189,21.7189,78.2811
98.7,predict 1 if fraud_score >= threshold,0,217249,217249,21.7249,78.2751
98.8,predict 1 if fraud_score >= threshold,0,217297,217297,21.7297,78.2703
98.9,predict 1 if fraud_score >= threshold,0,217350,217350,21.735,78.265
99.0,predict 1 if fraud_score >= threshold,0,217405,217405,21.7405,78.2595
99.1,predict 1 if fraud_score >= threshold,0,217461,217461,21.7461,78.2539
99.2,predict 1 if fraud_score >= threshold,0,217500,217500,21.75,78.25
99.3,predict 1 if fraud_score >= threshold,0,217534,217534,21.7534,78.2466
99.4,predict 1 if fraud_score >= threshold,0,217578,217578,21.7578,78.2422
99.5,predict 1 if fraud_score >= threshold,0,217626,217626,21.7626,78.2374
99.6,predict 1 if fraud_score >= threshold,0,217664,217664,21.7664,78.2336
99.7,predict 1 if fraud_score >= threshold,0,217711,217711,21.7711,78.2289
99.8,predict 1 if fraud_score >= threshold,0,217748,217748,21.7748,78.2252
99.9,predict 1 if fraud_score >= threshold,0,217781,217781,21.7781,78.2219
100.0,predict 1 if fraud_score >= threshold,0,217832,217832,21.7832,78.2168
